",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
5117,BSU_35770,Function unknown,essential,well-annotated,475.1453346,406.1306222,392.3779064,LexA
5118,BSU_35780,Carbohydrate transport and metabolism,essential,well-annotated,3339.75753,7198.097856,4541.647436,SigD
5119,BSU_35790,No COG category,essential,well-annotated,1599.604516,1405.726292,1646.11567,SigA
5120,new_3688579_3688715_c,No COG category,essential,well-annotated,2412.352376,2470.692928,2576.237706,SigA
5121,BSU_35800,No COG category,essential,well-annotated,222.665796,144.6878532,162.3991195,SigG
5122,BSU_35810,Amino acid transport and metabolism,essential,well-annotated,278.3509025,221.4135954,221.9821714,SigG
5123,BSU_35820,No COG category,essential,well-annotated,349.868692,307.8961463,278.7252706,SigG
5124,new_3691599_3692493_c,No COG category,essential,well-annotated,180.8960884,201.9423942,152.018174,SigB
5125,BSU_35830,No COG category,essential,well-annotated,336.8353498,1007.106124,266.4461173,SigB
5126,new_3693907_3693970_c,No COG category,essential,well-annotated,386.065309,1690.928568,287.018516,SigB
5127,new_3694080_3694200,No COG category,essential,well-annotated,1308.216851,2182.248984,1230.134202,SigM
5128,BSU_35840,No COG category,essential,well-annotated,4338.78523,6919.72985,4875.552501,SigM
5129,new_3695280_3695362,No COG category,essential,well-annotated,2435.988268,4320.252743,2971.035236,SigM
5130,BSU_35850,Function unknown,essential,well-annotated,2794.080388,4782.005255,3103.757226,SigM
5131,BSU_35860,Cell wall/membrane/envelope biogenesis,essential,well-annotated,5078.364103,14398.19159,7370.771914,SigD
5132,BSU_35870,Function unknown,essential,well-annotated,352.5905707,308.1096376,331.8528836,"SigA,DegU"
5133,BSU_35880,Cell wall/membrane/envelope biogenesis,essential,well-annotated,294.2108926,268.4296079,277.9150205,"SigA,DegU"
5134,BSU_35890,Function unknown,essential,well-annotated,237.8274371,197.6631326,236.2793929,"SigA,DegU"
5135,new_3699152_3701361,No COG category,essential,well-annotated,405.3964342,385.5569062,380.1961203,"SigA,CcpA,AbrB"
5136,BSU_35900,Cell wall/membrane/envelope biogenesis,essential,well-annotated,256.7116372,206.6148302,251.9423778,"SigA,DegU"
5137,BSU_35910,Transcription,essential,well-annotated,2190.440094,773.6836629,1529.611967,"SigA,CcpA,AbrB"
5138,BSU_35920,Coenzyme transport and metabolism,essential,well-annotated,2044.747557,579.3936247,1356.431051,"SigA,CcpA,AbrB"
5139,BSU_35930,Carbohydrate transport and metabolism,essential,well-annotated,1547.561027,311.3729915,870.5902181,"SigA,CcpA,AbrB"
5140,BSU_35940,Carbohydrate transport and metabolism,essential,well-annotated,1248.869598,201.2158302,653.9561087,"SigA,CcpA,AbrB"
5141,BSU_35950,Carbohydrate transport and metabolism,essential,well-annotated,1143.63223,190.824156,603.6631811,"SigA,CcpA,AbrB"
5142,BSU_35960,Carbohydrate transport and metabolism,essential,well-annotated,1391.418286,253.9498832,700.1644489,"SigA,CcpA,AbrB"
5143,BSU_35970,No COG category,essential,well-annotated,4081.599343,4792.291666,2980.420137,SigB
5144,new_3707708_3707818,No COG category,essential,well-annotated,225.2281643,154.7611989,176.5153699,SigB
5145,BSU_35980,Function unknown,essential,well-annotated,290.037951,171.3734729,217.0449432,SigB
5146,new_3708133_3708785,No COG category,essential,well-annotated,267.2004967,152.7258013,210.0734457,SigB
5147,BSU_35990,No COG category,essential,well-annotated,2370.811384,3707.163424,2590.473303,unknown
5148,BSU_36000,Coenzyme transport and metabolism,essential,well-annotated,1086.533076,1509.965634,861.6152652,"SigA,AlsR,Rex,stringent response"
5149,BSU_36010,Amino acid transport and metabolism,essential,well-annotated,995.223773,1499.847392,824.57105,"SigA,AlsR,Rex,stringent response"
5150,BSU_36020,Transcription,essential,well-annotated,1071.058288,1373.08003,1087.990316,unknown
5151,new_3712484_3712616,No COG category,essential,well-annotated,614.6809769,553.5615778,422.2050428,unknown
5152,BSU_36030,No COG category,essential,well-annotated,352.6963208,284.9174158,233.8922097,unknown
5153,BSU_36040,Function unknown,essential,well-annotated,336.1265018,515.6327185,213.1462702,"GerR,GerE,SigK,SigE,SpoIIID"
5154,BSU_36050,Function unknown,essential,well-annotated,518.3898026,2314.20347,277.6454609,"GerR,GerE,SigK,SigE,SpoIIID"
5155,new_3715928_3716008_c,No COG category,essential,well-annotated,296.9679911,370.6207896,187.6369311,"GerR,GerE,SigK,SigE,SpoIIID"
5156,BSU_36060,No COG category,essential,well-annotated,266.265374,307.5975069,177.663068,"GerR,GerE,SigK,SigE,SpoIIID"
5157,new_3717098_3717211_c,No COG category,essential,well-annotated,272.0554693,329.2181353,176.0937628,"GerR,GerE,SigK,SigE,SpoIIID"
5158,BSU_36070,No COG category,essential,well-annotated,730.9200885,4789.634992,277.5107792,"GerR,GerE,SigK,SigE"
5159,new_3717709_3717906_c,No COG category,essential,well-annotated,218.4851919,311.1788074,148.3437156,unknown
5160,BSU_36080,Function unknown,essential,well-annotated,1595.749222,2389.677141,1521.838974,unknown
5161,new_3718617_3718717,No COG category,essential,well-annotated,1978.603591,2583.48,1870.359655,unknown
5162,BSU_36090,Function unknown,essential,well-annotated,1875.65753,3365.488006,1833.646729,SigW
5163,BSU_36100,No COG category,essential,well-annotated,155.8853704,148.5495063,148.035564,TnrA
5164,new_3719173_3720884,No COG category,essential,well-annotated,287.2858994,253.5629241,238.7571289,SigW
5165,BSU_36110,Transcription,essential,well-annotated,734.4063922,763.8788304,668.9246965,"SigA,ChrS"
5166,BSU_36120,Inorganic ion transport and metabolism,essential,well-annotated,675.6722606,664.2120104,625.5147092,"SigA,ChrS"
5167,BSU_36130,Inorganic ion transport and metabolism,essential,well-annotated,401.0378006,328.6025806,371.2378501,"SigA,ChrS"
5168,BSU_36140,No COG category,essential,well-annotated,287.3118182,303.7835628,280.2945728,unknown
5169,BSU_36150,Function unknown,essential,well-annotated,342.6627147,383.743898,327.9199807,unknown
5170,BSU_36160,Transcription,essential,well-annotated,368.2541886,481.8699415,363.0186857,unknown
5171,BSU_36170,"Replication, recombination and repair",essential,well-annotated,2272.534358,3780.077244,2139.858967,unknown
5172,BSU_36180,Function unknown,essential,well-annotated,6513.140296,13182.16762,6441.584989,unknown
5173,BSU_36190,No COG category,essential,well-annotated,3983.189394,8297.724256,3690.754344,unknown
5174,BSU_36200,No COG category,essential,well-annotated,3922.980302,8677.71807,3654.605586,unknown
5175,BSU_36210,No COG category,essential,well-annotated,4108.567728,10927.68362,3886.619071,unknown
5176,new_3728120_3728202_c,No COG category,essential,well-annotated,4554.813063,11382.26458,4314.566803,unknown
5177,new_3728379_3728510_c,No COG category,essential,well-annotated,2352.593463,5781.38727,2600.72835,unknown
5178,BSU_36220,Function unknown,essential,well-annotated,1392.288698,2693.002773,1507.664807,unknown
5179,new_3729297_3729412_c,No COG category,essential,well-annotated,1747.390269,4260.774547,1943.107496,unknown
5180,BSU_36230,No COG category,essential,well-annotated,1964.354579,2737.038476,1863.242839,"Spo0A,SigA,DegU,AbrB"
5181,new_3730846_3730971_c,No COG category,essential,well-annotated,1500.380716,2804.057076,1521.733492,"Spo0A,SigA,DegU,AbrB"
5182,BSU_36240,Carbohydrate transport and metabolism,essential,well-annotated,599.0856997,1115.442167,641.4753422,"Spo0A,SigA,DegU,AbrB"
5183,BSU_36250,No COG category,essential,well-annotated,2786.020798,6747.325286,3291.2046,"Spo0A,SigA,DegU,AbrB"
5184,BSU_36260,No COG category,essential,well-annotated,2336.278919,5606.559468,2730.690328,"Spo0A,SigA,DegU,AbrB"
5185,BSU_36269,Function unknown,essential,well-annotated,7421.150835,13658.39176,7456.84687,unknown
5186,new_3733649_3733734_c,No COG category,essential,well-annotated,6204.179686,11325.60108,6008.545159,unknown
5187,new_3733736_3733966_c,No COG category,essential,well-annotated,1595.564447,2373.993056,1590.649216,unknown
5188,BSU_36270,Function unknown,essential,well-annotated,1528.980513,2427.574742,1621.65364,unknown
5189,new_3733968_3734142_c,No COG category,essential,well-annotated,292.4737171,710.7015325,171.8850191,unknown
5190,BSU_36280,"Replication, recombination and repair",essential,well-annotated,1513.892671,2726.056976,1572.397217,unknown
5191,BSU_36290,No COG category,essential,well-annotated,1893.944974,2979.180872,2104.701614,"SigA,GlcR"
5192,BSU_36300,Transcription,essential,well-annotated,1404.142169,2303.002082,1527.863561,"SigA,GlcR"
5193,new_3740032_3740104_c,No COG category,essential,well-annotated,357.6454486,255.8226158,255.9024235,"SigA,GlcR"
5194,new_3740106_3740205_c,No COG category,essential,well-annotated,5918.660041,7943.174598,5550.876962,ComK
5195,BSU_36310,"Replication, recombination and repair",essential,well-annotated,6222.443832,7249.169464,5529.755587,ComK
5196,BSU_36320,Function unknown,essential,well-annotated,1159.578306,2319.503005,1288.208142,unknown
5197,BSU_36330,Function unknown,essential,well-annotated,5595.36662,9461.151062,5843.228533,unknown
5198,new_3741593_3741676,No COG category,essential,well-annotated,3625.117481,6832.036655,3879.620981,unknown
5199,BSU_36340,No COG category,essential,well-annotated,266.6407184,273.4626518,240.1346865,unknown
5200,BSU_36350,Signal transduction,essential,well-annotated,429.4757294,474.2486971,406.835003,unknown
5201,BSU_36360,Cell wall/membrane/envelope biogenesis,essential,well-annotated,2278.384702,3407.74106,2398.555322,unknown
5202,BSU_36370,Lipid transport and metabolism,essential,well-annotated,3658.786902,7512.097122,3964.711022,unknown
5203,new_3744236_3744320_c,No COG category,essential,well-annotated,491.0649014,539.2460898,458.6023699,unknown
5204,new_3744322_3745406_c,No COG category,essential,well-annotated,303.2844791,213.2349337,270.1842936,SigD
5205,BSU_36380,Function unknown,essential,well-annotated,3035.286596,4195.712183,2978.354983,"SigM,SigA,RghR,SigX"
5206,new_3745414_3746298,No COG category,essential,well-annotated,796.7154275,642.1203896,810.2930746,"SigM,SigA,RghR,SigX"
5207,BSU_36390,Cell motility,essential,well-annotated,8343.108172,12927.8971,10911.03244,SigD
5208,BSU_36400,Cell motility,essential,well-annotated,7194.124579,12717.25782,9319.262027,SigD
5209,new_3747092_3747171_c,No COG category,essential,well-annotated,6759.421714,11809.00671,8700.001896,SigD
5210,BSU_36410,Cell cycle control and cell division,essential,well-annotated,11741.85515,19915.44368,12910.43508,"SigA,SigE,stringent response"
5211,new_3748336_3748420_c,No COG category,essential,well-annotated,520.5975147,266.7602692,170.7687285,SigE
5212,BSU_36420,Transcription,essential,well-annotated,489.7331689,267.3155588,167.2427661,SigE
5213,BSU_36430,No COG category,essential,well-annotated,521.9607564,285.2335746,180.3555489,SigE
5214,BSU_36440,Transcription,essential,well-annotated,808.0651298,982.8994315,812.0923569,unknown
5215,BSU_36450,Amino acid transport and metabolism,essential,well-annotated,505.8012837,506.7744571,507.9173691,unknown
5216,BSU_36460,Inorganic ion transport and metabolism,essential,well-annotated,2670.189664,4947.897848,2881.89089,"Abh,AbrB"
5217,BSU_36470,Nucleotide transport and metabolism,essential,well-annotated,162.2700997,162.1853839,152.1446718,PucR
5218,BSU_36480,Amino acid transport and metabolism,essential,well-annotated,526.6833683,479.1720672,456.4775188,"SigA,YtrA"
5219,BSU_36490,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,922.2400196,953.9038203,785.2455218,"SigA,YtrA"
5220,BSU_36500,Function unknown,essential,well-annotated,412.7377054,712.032854,445.1661236,"SigA,YtrA"
5221,BSU_36510,Inorganic ion transport and metabolism,essential,well-annotated,337.0593493,344.4140054,294.8627974,"SigA,TnrA"
5222,BSU_36520,Transcription,essential,well-annotated,1996.155336,2596.585472,1841.926783,"SigA,TnrA"
5223,BSU_36530,Lipid transport and metabolism,essential,well-annotated,2791.218988,4534.098445,2963.014559,"SigM,SigW,SigI,SigV,SigX"
5224,BSU_36540,Function unknown,essential,well-annotated,443.443359,306.8521752,405.3431633,"SigM,SigW,SigF,SigX"
5225,BSU_36550,Cell wall/membrane/envelope biogenesis,essential,well-annotated,882.3316335,366.0507829,390.0458735,SigF
5226,new_3760210_3760556,No COG category,essential,well-annotated,2361.549955,4528.758835,3157.134482,unknown
5227,new_3760558_3760693,No COG category,essential,well-annotated,3800.339823,4966.108271,4288.329362,unknown
5228,BSU_36560,Cell wall/membrane/envelope biogenesis,essential,well-annotated,2694.950025,4325.346514,2904.65278,unknown
5229,new_3761046_3761954_c,No COG category,essential,well-annotated,294.3577538,191.168366,267.6585633,unknown
5230,BSU_36570,No COG category,essential,well-annotated,3285.753853,4013.096131,3410.340323,unknown
5231,BSU_36580,Function unknown,essential,well-annotated,2611.570507,2054.398017,2215.167382,unknown
5232,new_3762479_3762776_c,No COG category,essential,well-annotated,458.8444734,411.1725093,311.2866725,unknown
5233,new_3762583_3762663,No COG category,essential,well-annotated,1515.420382,2218.54792,1581.633918,unknown
5234,BSU_36590,Lipid transport and metabolism,essential,well-annotated,1588.532253,2195.752909,1636.559115,unknown
5235,new_3762778_3763121_c,No COG category,essential,well-annotated,280.458639,194.5099302,219.8918007,unknown
5236,BSU_36600,Transcription,essential,well-annotated,512.9100067,538.8724425,513.3147833,"SigA,Mta"
5237,BSU_36610,Function unknown,essential,well-annotated,709.1280537,1092.486699,767.8336623,unknown
5238,BSU_36620,Function unknown,essential,well-annotated,635.5977362,937.6463,643.2340641,unknown
5239,BSU_36630,Transcription,essential,well-annotated,2155.127449,3471.395435,2267.520691,unknown
5240,new_3766640_3766713_c,No COG category,essential,well-annotated,456.7853585,524.9004412,445.3513015,"SigA,PucR,GlnR,TnrA,CodY,SigH"
5241,BSU_36640,Amino acid transport and metabolism,essential,well-annotated,831.7323802,1090.444025,823.9425856,"SigA,PucR,GlnR,TnrA,CodY,SigH"
5242,BSU_36650,Amino acid transport and metabolism,essential,well-annotated,1156.000067,2045.58816,1258.509158,"SigA,PucR,GlnR,TnrA,CodY,SigH"
5243,BSU_36660,Amino acid transport and metabolism,essential,well-annotated,1316.058414,2425.052054,1512.689322,"SigA,PucR,GlnR,TnrA,CodY,SigH"
5244,new_3769109_3769193_c,No COG category,essential,well-annotated,1669.391477,2598.205811,2028.222202,"SigA,PucR,GlnR,TnrA,CodY,SigH"
5245,new_3769195_3769288_c,No COG category,essential,well-annotated,681.2478089,1139.116826,711.3668818,unknown
5246,BSU_36668,No COG category,essential,well-annotated,563.3779214,762.3977229,547.8738746,unknown
5247,new_3769454_3769625_c,No COG category,essential,well-annotated,308.5997586,456.5724505,315.8180899,unknown
5248,BSU_36669,No COG category,essential,well-annotated,316.0139531,532.1171162,329.5035047,unknown
5249,new_3769809_3769955_c,No COG category,essential,well-annotated,407.5502047,727.6495612,416.4934509,unknown
5250,new_3769957_3770070_c,No COG category,essential,well-annotated,195.9213605,169.9068256,166.756594,SigB
5251,BSU_36670,No COG category,essential,well-annotated,792.4223503,4078.717864,582.9789573,SigB
5252,BSU_36680,Function unknown,essential,well-annotated,174.7577595,174.4536533,148.5083253,SigB
5253,BSU_36690,No COG category,essential,well-annotated,4362.745261,7557.534791,4737.466414,SigA
5254,BSU_36700,Coenzyme transport and metabolism,essential,well-annotated,1730.519541,2530.663551,1819.277622,unknown
5255,BSU_36710,Energy production and conversion,essential,well-annotated,1958.566469,3103.111885,1926.277717,unknown
5256,new_3774188_3774399_c,No COG category,essential,well-annotated,273.1962818,398.6834755,204.9744103,SigB
5257,BSU_36720,No COG category,essential,well-annotated,516.6405382,887.3749394,358.4181783,SigB
5258,BSU_36730,Function unknown,essential,well-annotated,360.580974,413.9463536,337.0689674,unknown
5259,BSU_36740,Function unknown,essential,well-annotated,267.3596587,307.8961463,262.0866394,unknown
5260,BSU_36750,Cell cycle control and cell division,essential,well-annotated,698.1261292,450.4115459,483.2580652,"SigE,SpoIIID"
5261,new_3777796_3777913_c,No COG category,essential,well-annotated,830.063729,660.6306066,776.450423,"SigA,SigF"
5262,new_3777872_3780532,No COG category,essential,well-annotated,262.5106517,144.8885723,197.9304821,unknown
5263,BSU_36760,Cell wall/membrane/envelope biogenesis,essential,well-annotated,17130.97764,28238.97298,18116.9189,"SigA,SigF"
5264,BSU_36770,Function unknown,essential,well-annotated,9436.49953,17693.10952,11056.44525,"SigA,SigF"
